RANGO DE EDAD,ESTRATO SOCIOECONOMICO DE RESIDENCIA,PERTENECE A MINORIA,TIENE DISCAPACIDAD,PAÍS DE DESTINO,NIVEL ACADÉMICO,MODALIDAD,AÑO SELECCIÓN,GÉNERO
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,2,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,Hungría,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,4,No,No,Hungría,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,4,No,No,Hungría,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,5,No,No,Hungría,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,Hungría,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,4,No,No,Hungría,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,4,No,No,Hungría,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,5,No,No,Hungría,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,2,No,No,Hungría,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,4,No,No,Hungría,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,1,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,Si,No,Hungría,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,1,No,No,Hungría,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,Hungría,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,2,No,No,Hungría,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,Hungría,Maestría,Presencial,2020,Femenino
16 - 20 AÑOS,6,No,No,Hungría,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,5,No,No,Hungría,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,6,No,No,Hungría,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,Japón,Pregrado,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,Japón,Investigación,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,Japón,Investigación,Presencial,2020,Femenino
31 - 35 AÑOS,4,No,No,Japón,Investigación,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,China,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,1,No,No,China,Pregrado,Presencial,2020,Masculino
21 - 25 AÑOS,1,Si,No,China,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,4,No,No,China,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,China,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,2,No,No,China,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,3,No,No,China,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,China,Pregrado,Presencial,2020,Femenino
21 - 25 AÑOS,4,No,No,China,Pregrado,Presencial,2020,Masculino
21 - 25 AÑOS,2,No,No,China,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,China,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,5,No,No,China,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,China,Pregrado,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,5,No,No,China,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,China,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,China,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,2,No,No,China,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,China,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,4,No,No,China,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,4,No,No,China,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,China,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,4,No,No,China,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,4,No,No,China,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
36 - MÁS AÑOS,4,Si,No,China,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,China,Maestría,Presencial,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,5,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,1,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,2,Si,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,5,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Presencial,2020,Masculino
36 - MÁS AÑOS,3,No,No,Taiwán,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,Taiwán,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,Taiwán,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,2,No,No,Taiwán,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,Canadá,Doctorado,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,Canadá,Doctorado,Presencial,2020,Femenino
21 - 25 AÑOS,4,No,No,Japón,Maestría,Presencial,2020,Masculino
36 - MÁS AÑOS,4,No,No,Chile,cursos cortos,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2020,Masculino
21 - 25 AÑOS,5,No,No,Chile,cursos cortos,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2020,Masculino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2020,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,1,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,4,Si,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,2,Si,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,2,Si,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,2,Si,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,5,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
21 - 25 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2020,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Masculino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2020,Femenino
16 - 20 AÑOS,3,Si,No,Rusia,Pregrado,Presencial,2020,Masculino
21 - 25 AÑOS,1,No,No,Rusia,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,1,No,No,Rusia,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
21 - 25 AÑOS,4,No,No,Rusia,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Femenino
21 - 25 AÑOS,4,No,No,Rusia,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Doctorado,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,Rusia,Doctorado,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2020,Masculino
21 - 25 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,Rusia,Doctorado,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,Rusia,Doctorado,Presencial,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,4,No,No,Diferentes Países,Investigación,Presencial,2020,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,6,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,5,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Semipresencial,2020,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Semipresencial,2020,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Semipresencial,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Semipresencial,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,5,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,1,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,3,Si,No,España,Maestría,Virtual,2020,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,5,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2020,Masculino
NA,NA,No,No,España,Maestría,Virtual,2020,Masculino
NA,NA,No,No,España,Maestría,Virtual,2020,Masculino
NA,NA,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,Si,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,1,Si,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,2,No,Si,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,3,Si,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,4,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,2,Si,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,2,No,No,Singapur,cursos cortos,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,Estados Unidos,cursos cortos,Virtual,2020,Femenino
21- 25 AÑOS,1,No,No,Estados Unidos,cursos cortos,Virtual,2020,Femenino
36 - MÁS AÑOS,1,No,No,Estados Unidos,cursos cortos,Virtual,2020,Masculino
